SN,timestamp,end,Status,Watts,Lumens,Temp,Voltage
SMBLB76,2020-01-01 00:00:00,2020-01-01 01:00:00,1,5.99,343.86,79.01,113
SMBLB76,2020-01-01 06:00:00,2020-01-01 07:00:00,1,17.78,454.91,88.26,117
SMBLB76,2020-01-01 12:00:00,2020-01-01 13:00:00,1,15.91,599.02,87.27,127
SMBLB76,2020-01-01 18:00:00,2020-01-01 19:00:00,1,12.2,493.87,66.06,115
SMBLB76,2020-01-02 00:00:00,2020-01-02 01:00:00,1,6.2,595.02,65.26,117
SMBLB76,2020-01-02 06:00:00,2020-01-02 07:00:00,1,18.13,752.33,68.53,116
SMBLB76,2020-01-02 12:00:00,2020-01-02 13:00:00,1,16.36,438.53,77.39,115
SMBLB76,2020-01-02 18:00:00,2020-01-02 19:00:00,1,8.56,370.44,72.02,124
SMBLB76,2020-01-03 00:00:00,2020-01-03 01:00:00,1,17.67,693.26,88.45,117
SMBLB76,2020-01-03 06:00:00,2020-01-03 07:00:00,1,18.3,520.04,77.65,113
SMBLB76,2020-01-03 12:00:00,2020-01-03 13:00:00,1,7.48,417.17,81.93,125
SMBLB76,2020-01-03 18:00:00,2020-01-03 19:00:00,1,13.47,569.46,74.51,117
SMBLB76,2020-01-04 00:00:00,2020-01-04 01:00:00,1,10.11,470.05,84.88,127
SMBLB76,2020-01-04 06:00:00,2020-01-04 07:00:00,1,11.38,576.66,64.34,119
SMBLB76,2020-01-04 12:00:00,2020-01-04 13:00:00,1,18.36,637.44,85.87,128
SMBLB76,2020-01-04 18:00:00,2020-01-04 19:00:00,1,14.31,431.73,66.4,112
SMBLB76,2020-01-05 00:00:00,2020-01-05 01:00:00,1,6.95,664.72,85.65,115
SMBLB76,2020-01-05 06:00:00,2020-01-05 07:00:00,1,5.62,463.04,84.88,112
SMBLB76,2020-01-05 12:00:00,2020-01-05 13:00:00,1,18.86,664.33,86.45,119
SMBLB76,2020-01-05 18:00:00,2020-01-05 19:00:00,1,17.41,478.59,86.76,111
SMBLB76,2020-01-06 00:00:00,2020-01-06 01:00:00,1,8.12,729.93,77.95,111
SMBLB76,2020-01-06 06:00:00,2020-01-06 07:00:00,1,15.72,759.88,79.81,118
SMBLB76,2020-01-06 12:00:00,2020-01-06 13:00:00,1,16.97,464.69,80.4,111
SMBLB76,2020-01-06 18:00:00,2020-01-06 19:00:00,1,17.64,496.55,80.79,116
SMBLB76,2020-01-07 00:00:00,2020-01-07 01:00:00,1,12.32,433.23,62.92,114
SMBLB76,2020-01-07 06:00:00,2020-01-07 07:00:00,1,5.9,787.84,79.45,129
SMBLB76,2020-01-07 12:00:00,2020-01-07 13:00:00,1,9.22,457.66,88.78,124
SMBLB76,2020-01-07 18:00:00,2020-01-07 19:00:00,1,17.53,716.27,67.73,117
SMBLB76,2020-01-08 00:00:00,2020-01-08 01:00:00,1,9.5,595.45,65.97,128
SMBLB76,2020-01-08 06:00:00,2020-01-08 07:00:00,1,18.04,576.13,76.67,124
SMBLB76,2020-01-08 12:00:00,2020-01-08 13:00:00,1,18.54,740.05,63.2,123
SMBLB76,2020-01-08 18:00:00,2020-01-08 19:00:00,1,12.98,736.55,80.73,122
SMBLB76,2020-01-09 00:00:00,2020-01-09 01:00:00,1,18.95,619.3,67.37,126
SMBLB76,2020-01-09 06:00:00,2020-01-09 07:00:00,1,7.36,676.22,69.36,117
SMBLB76,2020-01-09 12:00:00,2020-01-09 13:00:00,1,18.66,749.13,64.36,128
SMBLB76,2020-01-09 18:00:00,2020-01-09 19:00:00,1,16.82,780.95,82.58,116
SMBLB76,2020-01-10 00:00:00,2020-01-10 01:00:00,1,9.48,575.51,73.58,112
SMBLB76,2020-01-10 06:00:00,2020-01-10 07:00:00,1,7.43,443.51,70.33,122
SMBLB76,2020-01-10 12:00:00,2020-01-10 13:00:00,1,12.32,324.82,78.38,115
SMBLB76,2020-01-10 18:00:00,2020-01-10 19:00:00,1,12.29,585.19,67.01,127
SMBLB76,2020-01-11 00:00:00,2020-01-11 01:00:00,1,11.26,508.06,77.79,119
SMBLB76,2020-01-11 06:00:00,2020-01-11 07:00:00,1,17.56,689.77,65.83,111
SMBLB76,2020-01-11 12:00:00,2020-01-11 13:00:00,1,19.44,477.29,71.97,127
SMBLB76,2020-01-11 18:00:00,2020-01-11 19:00:00,1,11.63,303.3,84.67,124
SMBLB76,2020-01-12 00:00:00,2020-01-12 01:00:00,1,12.7,602.05,84.47,115
SMBLB76,2020-01-12 06:00:00,2020-01-12 07:00:00,1,12.2,755.18,85.39,124
SMBLB76,2020-01-12 12:00:00,2020-01-12 13:00:00,1,17.63,551.02,82.99,128
SMBLB76,2020-01-12 18:00:00,2020-01-12 19:00:00,1,8.59,691.25,82.01,119
SMBLB76,2020-01-13 00:00:00,2020-01-13 01:00:00,1,13.79,610.17,74.78,121
SMBLB76,2020-01-13 06:00:00,2020-01-13 07:00:00,1,16.75,799.9,75.72,115
SMBLB76,2020-01-13 12:00:00,2020-01-13 13:00:00,1,11.54,761.9,66.87,128
SMBLB76,2020-01-13 18:00:00,2020-01-13 19:00:00,1,8.94,458.0,63.36,120
SMBLB76,2020-01-14 00:00:00,2020-01-14 01:00:00,1,8.03,642.84,75.37,112
SMBLB76,2020-01-14 06:00:00,2020-01-14 07:00:00,1,7.12,383.63,85.76,128
SMBLB76,2020-01-14 12:00:00,2020-01-14 13:00:00,1,10.34,364.7,84.95,114
SMBLB76,2020-01-14 18:00:00,2020-01-14 19:00:00,1,15.35,723.43,83.67,110
SMBLB76,2020-01-15 00:00:00,2020-01-15 01:00:00,1,7.23,347.29,76.54,110
SMBLB76,2020-01-15 06:00:00,2020-01-15 07:00:00,1,18.98,310.1,62.65,127
SMBLB76,2020-01-15 12:00:00,2020-01-15 13:00:00,1,17.2,617.73,81.63,112
SMBLB76,2020-01-15 18:00:00,2020-01-15 19:00:00,1,8.82,364.36,84.65,126
SMBLB76,2020-01-16 01:00:00,2020-01-16 02:00:00,1,12.38,770.36,88.62,128
SMBLB76,2020-01-16 07:00:00,2020-01-16 08:00:00,1,13.79,730.68,78.06,119
SMBLB76,2020-01-16 13:00:00,2020-01-16 14:00:00,1,12.88,505.02,61.9,128
SMBLB76,2020-01-16 19:00:00,2020-01-16 20:00:00,1,15.22,489.23,88.78,114
SMBLB76,2020-01-17 01:00:00,2020-01-17 02:00:00,1,5.38,733.79,68.82,115
SMBLB76,2020-01-17 07:00:00,2020-01-17 08:00:00,1,19.36,764.17,85.98,119
SMBLB76,2020-01-17 13:00:00,2020-01-17 14:00:00,1,17.76,528.56,81.44,127
SMBLB76,2020-01-17 19:00:00,2020-01-17 20:00:00,1,7.92,546.47,75.05,120
SMBLB76,2020-01-18 01:00:00,2020-01-18 02:00:00,1,12.37,747.2,81.6,111
SMBLB76,2020-01-18 07:00:00,2020-01-18 08:00:00,1,7.68,610.1,82.75,121
SMBLB76,2020-01-18 13:00:00,2020-01-18 14:00:00,1,10.87,419.11,89.07,122
SMBLB76,2020-01-18 19:00:00,2020-01-18 20:00:00,1,18.87,478.97,79.69,125
SMBLB76,2020-01-19 01:00:00,2020-01-19 02:00:00,1,9.95,655.68,87.35,114
SMBLB76,2020-01-19 07:00:00,2020-01-19 08:00:00,1,14.75,467.72,76.75,118
SMBLB76,2020-01-19 13:00:00,2020-01-19 14:00:00,1,6.38,739.31,72.46,123
SMBLB76,2020-01-19 19:00:00,2020-01-19 20:00:00,1,8.44,476.68,64.8,125
SMBLB76,2020-01-20 01:00:00,2020-01-20 02:00:00,1,12.53,680.53,74.88,112
SMBLB76,2020-01-20 07:00:00,2020-01-20 08:00:00,1,14.49,388.11,86.82,122
SMBLB76,2020-01-20 13:00:00,2020-01-20 14:00:00,1,19.98,445.26,80.79,116
SMBLB76,2020-01-20 19:00:00,2020-01-20 20:00:00,1,9.33,468.06,67.82,121
SMBLB76,2020-01-21 01:00:00,2020-01-21 02:00:00,1,10.44,380.69,89.92,113
SMBLB76,2020-01-21 07:00:00,2020-01-21 08:00:00,1,5.24,405.72,77.52,120
SMBLB76,2020-01-21 13:00:00,2020-01-21 14:00:00,1,17.31,448.54,75.64,117
SMBLB76,2020-01-21 19:00:00,2020-01-21 20:00:00,1,8.9,389.88,74.63,118
SMBLB76,2020-01-22 01:00:00,2020-01-22 02:00:00,1,12.0,306.88,84.79,124
SMBLB76,2020-01-22 07:00:00,2020-01-22 08:00:00,1,13.4,506.52,78.6,120
SMBLB76,2020-01-22 13:00:00,2020-01-22 14:00:00,1,5.52,414.16,82.97,128
SMBLB76,2020-01-22 19:00:00,2020-01-22 20:00:00,1,6.31,305.11,68.33,115
SMBLB76,2020-01-23 01:00:00,2020-01-23 02:00:00,1,11.44,582.27,88.75,118
SMBLB76,2020-01-23 07:00:00,2020-01-23 08:00:00,1,18.72,612.66,72.72,120
SMBLB76,2020-01-23 13:00:00,2020-01-23 14:00:00,1,9.86,716.42,87.07,123
SMBLB76,2020-01-23 19:00:00,2020-01-23 20:00:00,1,14.9,790.98,64.08,125
SMBLB76,2020-01-24 01:00:00,2020-01-24 02:00:00,1,15.04,663.57,84.42,110
SMBLB76,2020-01-24 07:00:00,2020-01-24 08:00:00,1,18.62,463.73,61.78,127
SMBLB76,2020-01-24 13:00:00,2020-01-24 14:00:00,1,8.58,494.87,89.88,129
SMBLB76,2020-01-24 19:00:00,2020-01-24 20:00:00,1,16.37,639.51,74.11,116
SMBLB76,2020-01-25 01:00:00,2020-01-25 02:00:00,1,8.77,349.7,72.72,127
SMBLB76,2020-01-25 07:00:00,2020-01-25 08:00:00,1,11.41,459.78,67.85,115
SMBLB76,2020-01-25 13:00:00,2020-01-25 14:00:00,1,16.42,633.11,83.16,114
SMBLB76,2020-01-25 19:00:00,2020-01-25 20:00:00,1,9.02,581.46,82.2,120
SMBLB76,2020-01-26 01:00:00,2020-01-26 02:00:00,1,10.58,754.29,76.71,118
SMBLB76,2020-01-26 07:00:00,2020-01-26 08:00:00,1,5.29,428.41,80.06,116
SMBLB76,2020-01-26 13:00:00,2020-01-26 14:00:00,1,5.93,453.33,82.57,120
SMBLB76,2020-01-26 19:00:00,2020-01-26 20:00:00,1,9.33,382.05,80.98,117
SMBLB76,2020-01-27 01:00:00,2020-01-27 02:00:00,1,14.85,464.63,74.21,121
SMBLB76,2020-01-27 07:00:00,2020-01-27 08:00:00,1,11.24,310.56,71.12,117
SMBLB76,2020-01-27 13:00:00,2020-01-27 14:00:00,1,7.23,778.33,68.16,116
SMBLB76,2020-01-27 19:00:00,2020-01-27 20:00:00,1,8.57,451.83,67.96,124
